Expedite,신속화,순간마법,"생물을 목표로 정한다. 그 생물은 턴종료까지 신속을 얻는다.
카드 한 장을 뽑는다."
Expedition Raptor,탐사대 맹금,생물 — 조류,"비행
탐사대 맹금이 전장에 들어올 때, 지원 2를 한다. #(최대 두 개까지의 다른 생물을 목표로 정한다. 그 생물들에 각각 +1/+1 카운터 한 개를 올려놓는다.)#"
Fall of the Titans,거신의 몰락,순간마법,"격동 {X}{R} #(당신이나 팀원이 이번 턴에 다른 주문을 발동했다면, 당신은 이 주문을 격동 비용으로 발동할 수 있다.)#
최대 두 개까지 생물 및/또는 플레이어를 목표를 정한다. 거신의 몰락은 각 목표에게 피해 X점을 입힌다."
Flayer Drone,가죽을 벗기는 드론,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
선제공격
다른 무색 생물이 당신의 조종하에 전장에 들어올 때마다, 상대를 목표로 정한다. 그 상대는 생명 1점을 잃는다."
Flaying Tendrils,가죽을 벗기는 촉수,집중마법,"결여 #(이 카드는 무색이다.)#
모든 생물은 턴종료까지 -2/-2를 받는다. 이 턴에 생물이 죽으려고 하면, 대신 그 생물을 추방한다."
General Tazri,타즈리 장군,전설적 생물 — 인간 동맹,"타즈리 장군이 전장에 들어올 때, 당신은 당신의 서고에서 동맹 생물 카드 한 장을 찾아 공개한 후 당신의 손으로 가져올 수 있다. 그렇게 한다면, 당신의 서고를 섞는다.
{W}{U}{B}{R}{G}: 당신이 조종하는 동맹 생물들은 턴종료까지 +X/+X를 받는다. X는 그 생물들의 색 개수이다."
Gift of Tusks,엄니 선물,순간마법,생물을 목표로 정한다. 그 생물은 턴종료까지 모든 능력을 잃고 기본 공격력 및 방어력이 3/3인 녹색 코끼리가 된다.
Gladehart Cavalry,숲짐승 기병,생물 — 엘프 기사,"숲짐승 기병이 전장에 들어올 때, 지원 6을 한다. #(최대 여섯 개까지의 다른 생물을 목표로 정한다. 그 생물들에 각각 +1/+1 카운터 한 개를 올려놓는다.)#
당신이 조종하는 생물 중 +1/+1 카운터를 가진 생물이 죽을 때마다, 당신은 생명 2점을 얻는다."
Goblin Dark-Dwellers,어둠의 거주자 고블린,생물 — 고블린,"호전적
어둠의 거주자 고블린이 전장에 들어올 때, 무덤에서 전환마나비용이 3 이하인 순간마법 또는 집중마법 카드를 목표로 정한다. 당신은 마나 비용을 지불하지 않고 그 카드를 발동할 수 있다. 그 카드가 이번 턴에 당신의 무덤에 들어가려고 하면, 대신에 그 카드를 추방한다."
Goblin Freerunner,고블린 자유질주꾼,생물 — 고블린 전사 동맹,"격동 {1}{R} #(당신이나 팀원이 이번 턴에 다른 주문을 발동했다면, 당신은 이 주문을 격동 비용으로 발동할 수 있다.)#
호전적 #(이 생물은 두 개 이상의 생물에만 방어될 수 있다.)#"
Grasp of Darkness,어둠의 손아귀,순간마법,생물을 목표로 정한다. 그 생물은 턴종료까지 -4/-4를 받는다.
Gravity Negator,중력 거부자,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
비행
중력 거부자가 공격할 때마다, 당신은 {C}를 지불할 수 있다. 그렇게 한다면, 다른 생물을 목표로 정한다. 그 생물은 턴종료까지 비행을 얻는다. #({C}는 무색 마나를 나타낸다.)#"
Grip of the Roil,탁류의 움켜쥠,순간마법,"격동 {1}{U} #(당신이나 팀원이 이번 턴에 다른 주문을 발동했다면, 당신은 이 주문을 격동 비용으로 발동할 수 있다.)#
생물을 목표로 정한다. 그 생물은 탭되며 조종자의 다음 언탭단에 언탭되지 않는다.
카드 한 장을 뽑는다."
Harvester Troll,수확자 트롤,생물 — 트롤,"수확자 트롤이 전장에 들어올 때, 당신은 생물이나 대지 한 개를 희생할 수 있다. 그렇게 한다면, 수확자 트롤에 +1/+1 카운터 두 개를 올려놓는다."
Havoc Sower,파괴 살포자,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
{1}{C}: 파괴 살포자는 턴종료까지 +2/+1을 받는다. #({C}는 무색 마나를 나타낸다.)#"
Hedron Alignment,다면체 정렬,부여마법,"방호
당신의 유지단 시작에, 당신은 당신의 손을 공개할 수 있다. 그렇게 한다면, 당신이 추방 영역과 당신의 손, 당신의 무덤, 그리고 전장에서 이름이 다면체 정렬인 카드를 소유하고 있는 경우, 당신은 게임에서 승리한다.
{1}{U}: 점술 1을 한다."
Hedron Crawler,다면체 잠복꾼,마법물체 생물 — 자동기계,{T}: {C}를 당신의 마나풀에 담는다. #({C}는 무색 마나를 나타낸다.)#
Hissing Quagmire,쉭쉭거리는 수렁,대지,"쉭쉭거리는 수렁은 탭된 채로 전장에 들어온다.
{T}: {B} 또는 {G}를 당신의 마나풀에 담는다.
{1}{B}{G}: 턴종료까지, 쉭쉭거리는 수렁은 치명타를 가진 2/2 흑색이며 녹색인 정령 생물이 된다. 그 생물은 여전히 대지다."
Holdout Settlement,저항군 정착지,대지,"{T}: {C}를 당신의 마나풀에 담는다. #({C}는 무색 마나를 나타낸다.)#
{T}, 당신이 조종하는 언탭된 생물 한 개를 탭한다: 당신의 마나풀에 당신이 원하는 색의 마나 한 개를 담는다."
Immobilizer Eldrazi,무력화 엘드라지,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
{2}{C}: 방어력이 자신의 공격력보다 높은 각 생물은 이번 턴에 방어할 수 없다. #({C}는 무색 마나를 나타낸다.)#"
Immolating Glare,불타오르는 눈빛,순간마법,공격생물을 목표로 정한다. 그 생물을 파괴한다.
Inverter of Truth,진실을 뒤집는 자,생물 — 엘드라지,"결여 #(이 카드는 무색이다.)#
비행
진실을 뒤집는 자가 전장에 들어올 때, 당신의 서고에 있는 모든 카드를 뒷면 상태로 추방한다. 그런 다음 당신의 무덤에 있는 모든 카드를 당신의 서고에 섞어 넣는다."
Iona's Blessing,아이오나의 축복,부여마법 — 마법진,"생물에게 부여
부여된 생물은 +2/+2을 받고, 경계를 가지며, 생물 한 개를 추가로 방어할 수 있다."
Isolation Zone,고립 지대,부여마법,"고립 지대가 전장에 들어올 때, 상대가 조종하는 생물이나 부여마법을 목표로 정한다. 그 생물이나 부여마법을 고립 지대가 전장을 떠날 때까지 추방한다. #(그 지속물은 그 소유자의 조종하에 전장으로 돌아온다.)#"
Joraga Auxiliary,조라가 보조자,생물 — 엘프 병사 동맹,{4}{G}{W}: 지원 2를 한다. #(최대 두 개까지의 다른 생물을 목표로 정한다. 그 생물들에 각각 +1/+1 카운터 한 개를 올려놓는다.)#
"Jori En, Ruin Diver",폐허의 잠수부 조리 엔,전설적 생물 — 인어 마법사,"당신이 각 턴에 당신의 두 번째 주문을 발동할 때마다, 카드 한 장을 뽑는다."
Jwar Isle Avenger,좌르 섬 응징자,생물 — 스핑크스,"격동 {2}{U} #(당신이나 팀원이 이번 턴에 다른 주문을 발동했다면, 당신은 이 주문을 격동 비용으로 발동할 수 있다.)#
비행"
"Kalitas, Traitor of Ghet",게트의 배신자 칼리타스,전설적 생물 — 흡혈귀 전사,"생명연결
상대가 조종하는 토큰이 아닌 생물이 죽으려고 하면, 대신에 그 카드를 추방하고 2/2 흑색 좀비 생물 토큰 한 개를 전장에 놓는다.
{2}{B}, 다른 흡혈귀 또는 좀비를 희생한다: 게트의 배신자 칼리타스에 +1/+1 카운터 두 개를 올려 놓는다."
Kazuul's Toll Collector,카줄의 통행세 징수원,생물 — 오우거 전사,{0}: 당신이 조종하는 장비를 목표로 정한다. 그 장비를 카줄의 통행세 징수원에 부착한다. 당신이 집중마법을 발동할 수 있는 시기에만 이 능력을 활성화할 수 있다.
Kor Scythemaster,코르 낫달인,생물 — 코르 병사 동맹,코르 낫달인은 자신이 공격하는 동안 선제공격을 가진다.
Kor Sky Climber,코르 하늘등반가,생물 — 코르 병사 동맹,{1}{W}: 코르 하늘등반가는 턴종료까지 비행을 얻는다.
"Kozilek, the Great Distortion",거대한 왜곡 코질렉,전설적 생물 — 엘드라지,"거대한 왜곡 코질렉을 발동할 때, 당신의 손에 있는 카드가 일곱 장보다 적으면 그 차이만큼 카드를 뽑는다.
호전적
전환마나비용이 X인 카드 한 장을 버린다: 전환마나비용이 X인 주문을 목표로 정한다. 그 주문을 무효화한다."
Kozilek's Pathfinder,코질렉의 길잡이,생물 — 엘드라지,{C}: 생물을 목표로 정한다. 그 생물은 이 턴에 코질렉의 길잡이를 방어할 수 없다. #({C}는 무색 마나를 나타낸다.)#
Kozilek's Return,코질렉의 귀환,순간마법,"결여 #(이 카드는 무색이다.)#
코질렉의 귀환은 각 생물에게 피해 2점을 입힌다.
전환마나비용이 7 이상인 엘드라지 생물 주문을 발동할 때마다, 당신은 코질렉의 귀환을 당신의 무덤에서 추방할 수 있다. 그렇게 한다면, 코질렉의 귀환은 각 생물에게 피해 5점을 입힌다."
Kozilek's Shrieker,코질렉의 비명자,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
{C}: 코질렉의 비명자는 턴종료까지 +1/+0을 받고 호전적을 얻는다. #(이 생물은 두 개 이상의 생물에만 방어될 수 있다. {C}는 무색 마나를 나타낸다.)#"
Kozilek's Translator,코질렉의 번역가,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
생명 1점을 지불한다: {C}를 당신의 마나풀에 담는다. 이 능력은 한 턴에 한 번씩만 활성화할 수 있다. #({C}는 무색 마나를 나타낸다.)#"
Lead by Example,모범을 통한 인도,순간마법,지원 2를 한다. #(최대 두 개까지의 생물을 목표로 정한다. 그 생물들에 각각 +1/+1 카운터 한 개를 올려놓는다.)#
"Linvala, the Preserver",보호자 린발라,전설적 생물 — 천사,"비행
보호자 린발라가 전장에 들어올 때, 상대의 생명점이 당신보다 높다면, 당신은 생명 5점을 얻는다.
린발라가 전장에 들어올 때, 상대가 조종하는 생물이 당신보다 많다면, 비행을 가진 3/3 백색 천사 생물 토큰 한 개를 전장에 놓는다."
Loam Larva,양토 애벌레,생물 — 곤충,"양토 애벌레가 전장에 들어올 때, 당신은 당신의 서고에서 기본 대지 카드를 찾아 공개하고 당신의 서고를 섞은 후 그 카드를 맨 위에 올려놓을 수 있다."
Make a Stand,대항하기,순간마법,당신이 조종하는 생물들은 턴종료까지 +1/+0을 받으며 무적을 얻는다. #(피해와 "파괴"라고 명시된 효과로 파괴되지 않는다.)#
Makindi Aeronaut,마킨디 비행병,생물 — 코르 정찰병 동맹,비행
Malakir Soothsayer,말라키르 점술사,생물 — 흡혈귀 주술사 동맹,"동료 — {T}, 당신이 조종하는 언탭된 동맹 한 개를 탭한다: 당신은 카드 한 장을 뽑고 생명 1점을 잃는다."
Matter Reshaper,물질 개조자,생물 — 엘드라지,"#({C}는 무색 마나를 나타낸다.)#
물질 개조자가 죽을 때, 당신의 서고 맨 위의 카드를 공개한다. 그 카드가 전환마나비용이 3 이하인 지속물 카드인 경우, 당신은 그 카드를 전장에 놓을 수 있다. 그렇지 않다면 그 카드를 당신의 손으로 가져간다."
Maw of Kozilek,코질렉의 아가리,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
{C}: 코질렉의 아가리는 턴종료까지 +2/-2를 받는다. #({C}는 무색 마나를 나타낸다.)#"
Meandering River,굽이치는 강,대지,"굽이치는 강은 탭된 채로 전장에 들어온다.
{T}: {W} 또는 {U}를 당신의 마나풀에 담는다."
"Mina and Denn, Wildborn",야생에서 태어난 미나와 덴,전설적 생물 — 엘프 동맹,"당신은 당신의 각 턴에 대지 한 개를 추가로 플레이할 수 있다.
{R}{G}, 당신이 조종하는 대지 한 개를 소유자의 손으로 되돌린다: 생물을 목표로 정한다. 그 생물은 턴종료까지 돌진을 얻는다."
Mindmelter,정신용해자,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
정신용해자는 방어될 수 없다.
{3}{C}: 상대를 목표로 정한다. 그 상대는 자신의 손에서 카드 한 장을 추방한다. 당신이 집중마법을 발동할 수 있는 시기에만 이 능력을 활성화할 수 있다. #({C}는 무색 마나를 나타낸다.)#"
Mirrorpool,거울웅덩이,대지,"거울웅덩이는 탭된 채로 전장에 들어온다.
{T}: {C}를 당신의 마나풀에 담는다.
{2}{C}, {T}, 거울웅덩이를 희생한다: 당신이 조종하는 순간마법이나 집중마법 주문을 목표로 정한다. 그 주문을 복사한다. 당신은 그 복사본의 목표를 새로 정할 수 있다.
{4}{C}, {T}, 거울웅덩이를 희생한다: 당신이 조종하는 생물을 목표로 정한다. 그 생물의 복사본 토큰 한 개를 전장에 놓는다."
Munda's Vanguard,문다의 선봉대,생물 — 코르 기사 동맹,"동료 — {T}, 당신이 조종하는 언탭된 동맹 한 개를 탭한다: 당신이 조종하는 각 생물에 +1/+1 카운터 한 개를 올려놓는다."
Natural State,자연 상태,순간마법,전환마나비용이 3 이하인 마법물체 또는 부여마법을 목표로 정한다. 그 목표를 파괴한다.
Needle Spires,바늘 첨탑,대지,"바늘 첨탑은 탭된 채로 전장에 들어온다.
{T}: {R} 또는 {W}를 당신의 마나풀에 담는다.
{2}{R}{W}: 턴종료까지, 바늘 첨탑은 이단공격을 가진 적색이며 백색인 2/1 정령 생물이 된다. 그 생물은 여전히 대지다."
"Nissa, Voice of Zendikar",젠디카르의 목소리 니사,플레인즈워커 — 니사,"+1: 0/1 녹색 식물 생물 토큰 한 개를 전장에 놓는다.
-2: 당신이 조종하는 각 생물에 +1/+1 카운터 한 개를 올려놓는다.
-7: 당신은 생명 X점을 얻고 카드 X장을 뽑는다. X는 당신이 조종하는 대지의 수이다."
Nissa's Judgment,니사의 심판,집중마법,"지원 2를 한다. #(최대 두 개까지의 생물을 목표로 정한다. 그 생물들에 각각 +1/+1 카운터 한 개를 올려놓는다.)#
상대가 조종하는 생물을 최대 한 개까지 목표로 정한다. 당신이 조종하는 생물 중 +1/+1 카운터를 가진 각 생물은 그 생물에게 자신의 공격력만큼 피해를 입힌다."
Null Caller,결손자 소환사,생물 — 흡혈귀 주술사,"{3}{B}, 당신의 무덤에서 생물 카드 한 장을 추방한다: 2/2 흑색 좀비 생물 토큰 한 개를 탭된 채로 전장에 놓는다."
Oath of Chandra,찬드라의 맹세,전설적 부여마법,"찬드라의 맹세가 전장에 들어올 때, 상대가 조종하는 생물을 목표로 정한다. 찬드라의 맹세는 그 생물에게 피해 3점을 입힌다.
각 종료단 시작에, 플레인즈워커가 이 턴에 당신의 조종하에 전장에 들어왔다면, 찬드라의 맹세는 각 상대에게 피해 2점을 입힌다."
Oath of Gideon,기디온의 맹세,전설적 부여마법,"기디온의 맹세가 전장에 들어올 때, 1/1 백색 코르 동맹 생물 토큰 두 개를 전장에 놓는다.
당신이 조종하는 각 플레인즈워커는 충성 카운터 한 개를 추가로 가지고 전장에 들어온다."
Oath of Jace,제이스의 맹세,전설적 부여마법,"제이스의 맹세가 전장에 들어올 때, 카드 세 장을 뽑은 후 카드 두 장을 버린다.
당신의 유지단 시작에, 점술 X를 한다. X는 당신이 조종하는 플레인즈워커의 수이다."
Oath of Nissa,니사의 맹세,전설적 부여마법,"니사의 맹세가 전장에 들어올 때, 당신의 서고 맨 위의 카드 세 장을 본다. 당신은 그 중에서 생물, 대지 또는 플레인즈워커 카드 한 장을 공개하고 당신의 손으로 가져갈 수 있다. 나머지 카드들은 당신이 원하는 순서로 당신의 서고 맨 밑에 놓는다.
당신은 마나를 원하는 색의 마나인 것처럼 사용하여 플레인즈워커 주문을 발동할 수 있다."
Oblivion Strike,망각의 일격,집중마법,"결여 #(이 카드는 무색이다.)#
생물을 목표로 정한다. 그 생물을 추방한다."
Ondu War Cleric,온두 전투성직자,생물 — 인간 성직자 동맹,"동료 — {T}, 당신이 조종하는 언탭된 동맹 한 개를 탭한다: 당신은 생명 2점을 얻는다."
Overwhelming Denial,압도적 부정,순간마법,"격동 {U}{U} #(당신이나 팀원이 이번 턴에 다른 주문을 발동했다면, 당신은 이 주문을 격동 비용으로 발동할 수 있다.)#
압도적 부정은 주문이나 능력으로 무효화될 수 없다.
주문을 목표로 정한다. 그 주문을 무효화한다."
Press into Service,징발,집중마법,"지원 2를 한다. #(최대 두 개까지의 생물을 목표로 정한다. 그 생물들에 각각 +1/+1 카운터 한 개를 올려놓는다.)#
생물을 목표로 정한다. 턴종료까지 당신이 그 생물의 조종권을 얻는다. 그 생물은 언탭되고 턴종료까지 신속 능력을 얻는다."
Prophet of Distortion,왜곡의 예언자,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
{3}{C}: 카드 한 장을 뽑는다. #({C}는 무색 마나를 나타낸다.)#"
Pulse of Murasa,무라사의 파동,순간마법,무덤에 있는 생물이나 대지 카드를 목표로 정한다. 그 카드를 소유자의 손으로 되돌린다. 당신은 생명 6점을 얻는다.
Pyromancer's Assault,화염술사의 공격,부여마법,"각 턴에 당신이 두 번째로 주문을 발동할 때마다, 생물이나 플레이어를 목표로 정한다. 화염술사의 공격은 그 목표에게 피해 2점을 입힌다."
Reality Hemorrhage,현실의 출혈,순간마법,"결여 #(이 카드는 무색이다.)#
생물이나 플레이어를 목표로 정한다. 현실의 출혈은 그 목표에게 피해 2점을 입힌다."
Reality Smasher,현실 파괴자,생물 — 엘드라지,"#({C}는 무색 마나를 나타낸다.)#
돌진, 신속
현실 파괴자가 상대가 조종하는 주문의 목표가 될 때마다, 그 주문의 조종자가 카드 한 장을 버리지 않으면 그 주문을 무효화한다."
Reaver Drone,강탈자 드론,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
당신의 유지단 시작에, 당신이 다른 무색 생물을 조종하고 있지 않으면 당신은 생명 1점을 잃는다."
Reckless Bushwhacker,무모한 매복꾼,생물 — 고블린 전사 동맹,"격동 {1}{R} #(당신이나 팀원이 이번 턴에 다른 주문을 발동했다면, 당신은 이 주문을 격동 비용으로 발동할 수 있다.)#
신속
무모한 매복꾼이 전장에 들어올 때, 무모한 매복꾼의 격동 비용을 지불했다면, 당신이 조종하는 다른 생물들은 턴종료까지 +1/+0을 받고 신속을 얻는다."
Reflector Mage,반사 마도사,생물 — 인간 마법사,"반사 마도사가 전장에 들어올 때, 상대가 조종하는 생물을 목표로 정한다. 그 생물을 소유자의 손으로 되돌린다. 그 생물의 소유자는 그 생물과 동일한 이름의 주문을 당신의 다음 턴까지 발동할 수 없다."
Relentless Hunter,무자비한 사냥꾼,생물 — 인간 전사,{1}{R}{G}: 무자비한 사냥꾼은 턴종료까지 +1/+1을 받고 돌진을 얻는다.
Relief Captain,구호 대장,생물 — 코르 기사 동맹,"구호 대장이 전장에 들어올 때, 지원 3을 한다. #(최대 세 개까지의 다른 생물을 목표로 정한다. 그 생물들에 각각 +1/+1 카운터 한 개를 올려놓는다.)#"
Remorseless Punishment,무자비한 처벌,집중마법,상대를 목표로 정한다. 그 플레이어는 카드 두 장을 버리거나 생물 한 개 또는 플레인즈워커 한 개를 희생하지 않으면 생명 5점을 잃는다. 이 과정을 한 번 반복한다.
Roiling Waters,휘몰아치는 탁류,집중마법,당신의 상대들이 조종하는 생물을 최대 두 개까지 목표로 정한다. 그 생물들을 소유자의 손으로 되돌린다. 플레이어를 목표로 정한다. 그 플레이어는 카드 두 장을 뽑는다.
Ruin in Their Wake,폐허를 남기는 자취,집중마법,"결여 #(이 카드는 무색이다.)#
당신의 서고에서 기본 대지 카드 한 장을 찾아 공개한다. 당신이 이름이 불모지인 대지를 조종한다면, 당신은 그 카드를 전장에 탭된 채로 놓을 수 있다. 그렇지 않다면 그 카드를 당신의 손으로 가져간다. 그러고 나서 당신의 서고를 섞는다."
Ruins of Oran-Rief,오란리프의 폐허,대지,"오란리프의 폐허는 탭된 채로 전장에 들어온다.
{T}: {C}를 당신의 마나풀에 담는다. #({C}는 무색 마나를 나타낸다.)#
{T}: 이 턴에 전장에 들어온 무색 생물을 목표로 정한다. 그 생물에 +1/+1 카운터 한 개를 올려놓는다."
Saddleback Lagac,안장을 얹은 라각,생물 — 도마뱀,"안장을 얹은 라각이 전장에 들어올 때, 지원 2를 한다. #(최대 두 개까지의 다른 생물을 목표로 정한다. 그 생물들에 각각 +1/+1 카운터 한 개를 올려놓는다.)#"
Scion Summoner,자손 소환사,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
자손 소환사가 전장에 들어올 때, 1/1 무색 엘드라지 자손 생물 토큰 한 개를 전장에 놓는다. 그 생물은 ""이 생물을 희생한다: 당신의 마나풀에 {C}를 담는다.""를 가진다. #({C}는 무색 마나를 나타낸다.)#"
Sea Gate Wreckage,바다 관문 잔해,대지,"{T}: {C}를 당신의 마나풀에 담는다. #({C}는 무색 마나를 나타낸다.)#
{2}{C}, {T}: 카드 한 장을 뽑는다. 이 능력은 당신의 손에 카드가 없을 때에만 활성화할 수 있다."
Searing Light,불타는 빛,순간마법,공격력이 2 이하인 공격생물이나 방어생물을 목표로 정한다. 그 생물을 파괴한다.
Seed Guardian,종자 수호자,생물 — 정령,"대공
종자 수호자가 죽을 때, X/X 녹색 정령 생물 토큰 한 개를 전장에 놓는다. X는 당신의 무덤에 있는 생물 수이다."
Seer's Lantern,예언자의 등불,마법물체,"{T}: {C}를 당신의 마나풀에 담는다. #({C}는 무색 마나를 나타낸다.)#
{2}, {T}: 점술 1을 한다. #(당신의 서고 맨 위의 카드 한 장을 본다. 당신은 그 카드를 당신의 서고 맨 밑에 놓을 수 있다.)#"
Shoulder to Shoulder,협력하기,집중마법,"지원 2를 한다. #(최대 두 개까지의 생물을 목표로 정한다. 그 생물들에 각각 +1/+1 카운터 한 개를 올려놓는다.)#
카드 한 장을 뽑는다."
Sifter of Skulls,해골 조사꾼,생물 — 엘드라지,"결여 #(이 카드는 무색이다.)#
당신이 조종하는 토큰이 아닌 다른 생물이 죽을 때마다, 1/1 무색 엘드라지 자손 생물 토큰 한 개를 전장에 놓는다. 그 생물은 ""이 생물을 희생한다: 당신의 마나풀에 {C}를 담는다.""를 가진다. #({C}는 무색 마나를 나타낸다.)#"
Sky Scourer,하늘 탐색꾼,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
비행
당신이 무색 주문을 발동할 때마다, 하늘 탐색꾼은 턴종료까지 +1/+0을 받는다."
Slaughter Drone,도살자 드론,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
{C}: 도살자 드론은 턴종료까지 치명타를 얻는다. #(이 생물에 피해를 입은 생물은 입은 피해의 양에 상관없이 파괴된다. {C}는 무색 마나를 나타낸다.)#"
Slip Through Space,공간 침투,집중마법,"결여 #(이 카드는 무색이다.)#
생물을 목표로 정한다. 그 생물은 이번 턴에 방어될 수 없다.
카드 한 장을 뽑는다."
Sparkmage's Gambit,불똥마도사의 술수,집중마법,최대 두 개까지의 생물을 목표로 정한다. 불똥마도사의 술수는 그 생물들에게 피해 1점을 입힌다. 그 생물들은 이 턴에 방어할 수 없다.
Spatial Contortion,공간 왜곡,순간마법,"#({C}는 무색 마나를 나타낸다.)#
생물을 목표로 정한다. 그 생물은 턴종료까지 +3/-3을 받는다."
Spawnbinder Mage,자식속박 마도사,생물 — 인간 마법사 동맹,"동료 — {T}, 당신이 조종하는 언탭된 동맹 한 개를 탭한다: 생물을 목표로 정한다. 그 생물을 탭한다."
Sphinx of the Final Word,최종 결정자 스핑크스,생물 — 스핑크스,"최종 결정자 스핑크스는 무효화될 수 없다.
비행, 방호
당신이 조종하는 순간마법과 집중마법은 주문이나 능력으로 무효화될 수 없다."
Stalking Drone,추적하는 드론,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
{C}: 추적하는 드론은 턴종료까지 +1/+2를 받는다. 이 능력은 한 턴에 한 번씩만 활성화할 수 있다. #({C}는 무색 마나를 나타낸다.)#"
Steppe Glider,초원 활강자,생물 — 정령,"비행, 경계
{1}{W}: +1/+1 카운터를 가진 생물을 목표로 정한다. 그 생물은 턴종료까지 비행과 경계를 가진다."
Stone Haven Outfitter,바위 피난처 장비공,생물 — 코르 기능공 동맹,"당신이 조종하는 장착된 생물들은 +1/+1을 받는다.
당신이 조종하는 장착된 생물이 죽을 때마다, 카드 한 장을 뽑는다."
Stoneforge Acolyte,암석주술사 견습 사제,생물 — 코르 기능공 동맹,"동료 — {T}, 당신이 조종하는 언탭된 동맹 한 개를 탭한다: 당신의 서고 맨 위의 카드 네 장을 본다. 당신은 그 중에서 장비 카드 한 장을 공개한 후 당신의 손으로 가져갈 수 있다. 나머지 카드들은 당신이 원하는 순서로 당신의 서고 맨 밑에 놓는다."
Stoneforge Masterwork,암석주술사의 걸작,마법물체 — 장비,"장착된 생물은 당신이 조종하는 생물 중 장착된 생물과 생물 유형이 같은 다른 생물 한 개당 +1/+1을 받는다.
장착 {2}"
Stormchaser Mage,폭풍추적자 마도사,생물 — 인간 마법사,"비행, 신속
기량 #(당신이 생물이 아닌 주문을 발동할 때마다, 이 생물은 턴종료까지 +1/+1을 받는다.)#"
Strider Harness,보행자의 마구,마법물체 — 장비,"장착된 생물은 +1/+1을 받고 신속을 가진다.
장착 {1}"
Submerged Boneyard,물에 잠긴 납골지,대지,"물에 잠긴 납골지는 탭된 채로 전장에 들어온다.
{T}: {U} 또는 {B}를 당신의 마나풀에 담는다."
Sweep Away,쓸어내기,순간마법,"생물을 목표로 정한다. 그 생물을 소유자의 손으로 되돌린다. 그 생물이 공격 중이라면, 당신은 대신 그 생물을 소유자의 서고 맨 위에 놓을 수 있다."
Sylvan Advocate,숲의 대변인,생물 — 엘프 드루이드 동맹,"경계
당신이 여섯 장 이상의 대지를 조종하는 한, 당신이 조종하는 대지 생물들과 숲의 대변인은 +2/+2를 받는다."
Tajuru Pathwarden,타주루 숲길관리자,생물 — 엘프 전사 동맹,"경계, 돌진"
Tar Snare,타르 올가미,순간마법,생물을 목표로 정한다. 그 생물은 턴종료까지 -3/-2를 받는다.
Tears of Valakut,발라쿠트의 눈물,순간마법,"발라쿠트의 눈물은 주문이나 능력으로 무효화될 수 없다.
비행을 가진 생물을 목표로 정한다. 발라쿠트의 눈물은 그 생물에게 피해 5점을 입힌다."
Thought Harvester,생각 수확자,생물 — 엘드라지 드론,"결여 #(이 카드는 무색이다.)#
비행
당신이 무색 주문을 발동할 때마다, 상대를 목표로 정한다. 그 상대는 자신의 서고 맨 위의 카드 한 장을 추방한다."
Thought-Knot Seer,생각을 엮는 예언자,생물 — 엘드라지,"#({C}는 무색 마나를 나타낸다.)#
생각을 엮는 예언자가 전장에 들어올 때, 상대를 목표로 정한다. 그 상대는 자신의 손을 공개한다. 당신은 그 중에서 대지가 아닌 카드 한 장을 정해 추방한다.
생각을 엮는 예언자가 전장을 떠날 때, 상대를 목표로 정한다. 그 상대는 카드 한 장을 뽑는다."
Timber Gorge,산림 협곡,대지,"산림 협곡은 탭된 채로 전장에 들어온다.
{T}: {R} 또는 {G}를 당신의 마나풀에 담는다."
Tranquil Expanse,평온한 광야,대지,"평온한 광야는 탭된 채로 전장에 들어온다.
{T}: {G} 또는 {W}를 당신의 마나풀에 담는다."
Tyrant of Valakut,발라쿠트의 폭군,생물 — 용,"격동 {3}{R}{R} #(당신이나 팀원이 이번 턴에 다른 주문을 발동했다면, 당신은 이 주문을 격동 비용으로 발동할 수 있다.)#
비행
발라쿠트의 폭군이 전장에 들어올 때, 발라쿠트의 폭군의 격동 비용을 지불했다면, 생물이나 플레이어를 목표로 정한다. 발라쿠트의 폭군은 그 목표에게 피해 3점을 입힌다."
Umara Entangler,우마라 함정술사,생물 — 인어 도적 동맹,"기량 #(당신이 생물이 아닌 주문을 발동할 때마다, 이 생물은 턴종료까지 +1/+1을 받는다.)#"
Unity of Purpose,목적 합일,순간마법,"지원 2를 한다. #(최대 두 개까지의 생물을 목표로 정한다. 그 생물들에 각각 +1/+1 카운터 한 개를 올려놓는다.)#
당신이 조종하는 생물 중 +1/+1 카운터를 가진 각 생물을 언탭한다."
